geonameid,name,country_code,country,latitude,longitude,elevation_m,population,timezone,duration_seconds,seconds_sacrificed,sun_altitude_deg,max_eclipse_ut_hours,distance_from_centerline_km,mean_cloud_percent,clear_sky_probability,cloud_observations,lodging_within_25km,camping_within_25km,lodging_within_80km,camping_within_80km
2492809,Kaïs,DZ,Algeria,35.49474,6.92492,933,32668,Africa/Algiers,315.6,67.5,51.66,9.080157,37.5,6.9,0.917,120,7,0,87,5
2503086,Bougzoul,DZ,Algeria,35.70558,2.84599,640,14095,Africa/Algiers,315.6,67.5,47.16,8.974217,17.4,11.3,0.808,120,3,0,31,3
78112,Marbāţ,YE,Yemen,14.20567,46.38811,1547,0,Asia/Aden,315.4,67.7,63.33,10.847402,55.5,54.6,0.133,120,0,0,6,1
110328,Ad Darb,SA,Saudi Arabia,17.72285,42.25261,73,5378,Asia/Riyadh,314.0,69.1,70.88,10.627117,65.8,52.1,0.175,120,2,0,25,2
109118,Al Mindak,SA,Saudi Arabia,20.1588,41.28337,2006,9218,Asia/Riyadh,313.5,69.7,73.22,10.524447,67.4,56.8,0.125,120,5,0,10,0
104269,Mislīyah,SA,Saudi Arabia,17.45988,42.5572,127,6117,Asia/Riyadh,313.1,70.0,70.33,10.643972,65.8,54.8,0.175,120,1,0,77,1
2479203,Lardjem,DZ,Algeria,35.74922,1.54778,552,30000,Africa/Algiers,312.8,70.3,45.75,8.942652,13.4,11.8,0.842,120,2,0,69,4
88903,Al Marj,LY,Libya,32.49257,20.82909,338,85315,Africa/Tripoli,312.8,70.3,68.26,9.533012,67.3,7.5,0.892,120,7,0,42,7
11670045,Sabt Alalayah,SA,Saudi Arabia,19.5773,41.96357,2800,100000,Asia/Riyadh,312.5,70.7,72.08,10.562291,66.8,54.6,0.117,120,2,2,11,2
2486690,M'Sila,DZ,Algeria,35.70889,4.53722,465,132975,Africa/Algiers,312.1,71.0,49.0,9.016959,32.8,8.6,0.867,120,11,1,48,3
7115828,Smala,DZ,Algeria,35.71652,0.75437,220,4000,Africa/Algiers,312.0,71.1,44.9,8.923825,5.6,14.3,0.767,120,5,2,127,15
2474638,Zemoura,DZ,Algeria,35.72251,0.75509,288,21770,Africa/Algiers,311.9,71.2,44.89,8.923838,6.3,14.3,0.767,120,5,2,127,15
2477461,Tébessa,DZ,Algeria,35.40417,8.12417,867,194461,Africa/Algiers,311.8,71.3,53.01,9.113286,45.1,7.4,0.908,120,9,0,48,2
109953,Al Bahah,SA,Saudi Arabia,20.01288,41.46767,2176,88419,Asia/Riyadh,311.6,71.5,72.92,10.534368,68.1,58.9,0.142,120,8,0,12,2
75133,Ḩarīb,YE,Yemen,14.93156,45.50356,1161,0,Asia/Aden,311.6,71.5,64.95,10.802456,60.6,44.9,0.242,120,1,1,23,4
2488616,Mehdia daira de meghila,DZ,Algeria,35.43058,1.75714,909,31396,Africa/Algiers,311.4,71.8,46.03,8.947093,20.6,8.8,0.825,120,9,0,31,2
2471700,Dar Ouled Khalifa,TN,Tunisia,35.35,8.61667,714,7703,Africa/Tunis,311.2,71.9,53.56,9.127218,46.9,5.3,0.908,120,0,0,48,0
2483668,Relizane,DZ,Algeria,35.73734,0.55599,98,123255,Africa/Algiers,311.1,72.0,44.68,8.919251,7.0,14.6,0.775,120,7,2,138,18
2487882,Merouana,DZ,Algeria,35.63106,5.91186,992,47646,Africa/Algiers,310.7,72.4,50.52,9.052776,39.4,8.5,0.85,120,7,0,149,7
74490,Ḩūth,YE,Yemen,16.23114,43.96854,1889,0,Asia/Aden,309.9,73.3,67.76,10.721567,65.5,61.2,0.05,120,4,0,21,3
79967,Al ‘Āqir,YE,Yemen,14.56816,45.91156,2,0,Asia/Aden,309.7,73.5,64.18,10.823958,60.6,51.7,0.208,120,0,0,7,3
2482183,Aziz,DZ,Algeria,35.82331,2.45154,895,12500,Africa/Algiers,309.2,74.0,46.71,8.964574,27.5,13.0,0.75,120,0,0,100,4
2470260,Djebeniana,TN,Tunisia,35.035,10.90809,35,7190,Africa/Tunis,309.1,74.0,56.2,9.194289,54.1,5.7,0.892,120,1,1,99,5
2487293,Mohammadia,DZ,Algeria,35.58861,0.06861,43,62410,Africa/Algiers,308.9,74.2,44.17,8.907546,11.5,16.0,0.767,120,17,0,219,21
2494548,Hammamet,DZ,Algeria,35.44862,7.95184,878,28536,Africa/Algiers,308.8,74.3,52.8,9.108386,47.3,7.4,0.908,120,7,0,28,2
2483968,Râs el Aïoun,DZ,Algeria,35.67384,5.6453,862,34167,Africa/Algiers,308.5,74.7,50.21,9.045721,41.0,8.7,0.825,120,2,0,131,4
2494065,Assi Bou Nif,DZ,Algeria,35.69222,-0.49944,121,53700,Africa/Algiers,308.3,74.8,43.55,8.894768,2.0,20.1,0.692,120,92,4,247,25
2468353,Gafsa,TN,Tunisia,34.425,8.78417,295,95242,Africa/Tunis,308.2,74.9,54.09,9.135429,51.4,2.3,0.958,120,10,0,19,3
2503874,Bir el Djir,DZ,Algeria,35.72,-0.545,162,68032,Africa/Algiers,308.2,75.0,43.5,8.893805,1.0,20.1,0.692,120,94,4,242,25
2480618,Sidi ech Chahmi,DZ,Algeria,35.65903,-0.52168,92,35512,Africa/Algiers,308.0,75.1,43.53,8.89417,5.7,20.1,0.692,120,84,4,248,25
2485926,Oran,DZ,Algeria,35.69906,-0.63588,118,803329,Africa/Algiers,307.9,75.2,43.4,8.89169,1.6,20.9,0.625,120,95,10,244,25
30616,Judaydah,YE,Yemen,15.07512,45.29962,1256,0,Asia/Aden,307.8,75.3,65.3,10.792723,63.7,50.0,0.192,120,0,0,24,4
2496059,Gdyel,DZ,Algeria,35.78111,-0.42581,143,32774,Africa/Algiers,307.8,75.4,43.62,8.896703,8.1,20.1,0.692,120,93,8,225,20
2497269,En Nedjma,DZ,Algeria,35.64785,-0.5695,90,51665,Africa/Algiers,307.6,75.5,43.48,8.893049,7.1,20.1,0.692,120,92,4,247,25
2487852,Mers el Kebir,DZ,Algeria,35.7279,-0.7081,22,20178,Africa/Algiers,307.6,75.5,43.32,8.890168,1.4,20.9,0.625,120,95,10,237,25
2508174,Aïn el Bya,DZ,Algeria,35.80389,-0.30178,63,37241,Africa/Algiers,307.5,75.6,43.75,8.899617,11.1,20.0,0.7,120,19,5,226,24
2497060,Es Senia,DZ,Algeria,35.64779,-0.62397,88,39064,Africa/Algiers,307.4,75.7,43.42,8.891812,7.3,20.1,0.692,120,94,10,248,25
104515,Makkah,SA,Saudi Arabia,21.42664,39.82563,333,1578722,Asia/Riyadh,307.4,75.7,75.52,10.441958,72.8,22.3,0.633,120,843,598,1085,598
2508119,’Aïn el Turk,DZ,Algeria,35.74381,-0.7693,31,36326,Africa/Algiers,307.3,75.8,43.25,8.888833,3.0,20.9,0.625,120,95,10,221,26
2470120,Jilma,TN,Tunisia,35.27311,9.42385,364,5887,Africa/Tunis,307.2,75.9,54.48,9.15035,52.2,2.5,0.942,120,0,0,46,0
2507155,Ammi Moussa,DZ,Algeria,35.86781,1.11143,157,27530,Africa/Algiers,306.9,76.2,45.26,8.932592,24.2,13.3,0.792,120,10,0,66,24
2485636,Oued el Abtal,DZ,Algeria,35.45595,0.68778,259,22819,Africa/Algiers,306.5,76.7,44.86,8.921668,23.6,13.7,0.8,120,1,0,129,4
2476915,Theniet el Had,DZ,Algeria,35.87111,2.02806,1129,27628,Africa/Algiers,306.2,76.9,46.24,8.95428,29.9,11.4,0.775,120,1,0,64,6
2506385,Arzew,DZ,Algeria,35.85048,-0.318,10,58162,Africa/Algiers,305.9,77.2,43.72,8.899398,16.2,20.0,0.7,120,18,4,221,23
2479609,Sig,DZ,Algeria,35.52832,-0.19369,62,61373,Africa/Algiers,305.6,77.5,43.9,8.901319,19.2,16.8,0.783,120,2,0,228,22
13132695,Hebira,TN,Tunisia,35.16815,10.22933,140,3248,Africa/Tunis,305.3,77.8,55.4,9.17391,55.4,2.2,0.958,120,0,0,64,5
2473466,El Ksar,TN,Tunisia,34.3992,8.80399,284,33729,Africa/Tunis,305.1,78.0,54.12,9.136105,53.9,2.3,0.958,120,10,0,25,3
2476897,Tiaret,DZ,Algeria,35.37103,1.31699,1031,178915,Africa/Algiers,305.0,78.1,45.56,8.936318,29.8,8.8,0.85,120,14,0,45,3
7346082,Al Mashāf,YE,Yemen,16.85836,43.19781,359,0,Asia/Aden,305.0,78.1,69.15,10.680672,69.5,68.4,0.025,120,0,0,76,2
2464378,Moularès,TN,Tunisia,34.4888,8.26874,460,21431,Africa/Tunis,304.8,78.3,53.49,9.120389,52.9,3.8,0.917,120,3,0,50,5
2502239,Bou Tlelis,DZ,Algeria,35.57272,-0.8996,103,26144,Africa/Algiers,304.4,78.8,43.13,8.885334,16.4,16.9,0.767,120,24,6,185,25
64670,Bargaal,SO,Somalia,11.28636,51.0773,6,6798,Africa/Mogadishu,304.3,78.8,55.4,11.044234,124.3,38.4,0.425,120,1,0,1,0
77594,Al Ḩajab,YE,Yemen,14.85192,45.52904,2,0,Asia/Aden,304.0,79.1,64.87,10.80537,65.3,53.0,0.15,120,1,1,24,3
2491323,Ksar el Boukhari,DZ,Algeria,35.88889,2.74905,621,59634,Africa/Algiers,303.1,80.0,47.02,8.972017,37.0,11.0,0.842,120,3,0,103,4
2492920,Djidiouia,DZ,Algeria,35.92989,0.82871,70,31996,Africa/Algiers,302.7,80.5,44.94,8.926096,29.7,15.5,0.767,120,8,1,117,24
2487134,Mostaganem,DZ,Algeria,35.93115,0.08918,102,162885,Africa/Algiers,302.2,80.9,44.15,8.908923,26.6,19.0,0.708,120,54,1,199,20
2476700,Tighenif,DZ,Algeria,35.41722,0.32982,517,39938,Africa/Algiers,302.0,81.2,44.48,8.913088,29.5,14.4,0.742,120,16,0,124,7
2503826,Biskra,DZ,Algeria,34.85038,5.72805,115,204661,Africa/Algiers,302.0,81.2,50.54,9.049096,48.8,5.1,0.933,120,31,0,68,4
2498704,El Amria,DZ,Algeria,35.52439,-1.01577,101,26407,Africa/Algiers,301.7,81.4,43.01,8.882561,22.0,16.9,0.767,120,19,6,214,22
73125,Al Malāḩīţ,YE,Yemen,16.76848,43.27582,388,0,Asia/Aden,301.5,81.6,68.99,10.685625,71.3,68.4,0.025,120,0,0,77,1
2508262,’Aïn Boucif,DZ,Algeria,35.89123,3.1585,1123,11989,Africa/Algiers,301.3,81.8,47.46,8.982015,40.4,11.4,0.808,120,1,0,88,4
12513575,Ḩabūnā,SA,Saudi Arabia,17.84722,44.02081,1260,12738,Asia/Riyadh,300.4,82.7,68.54,10.673687,70.6,63.9,0.05,120,0,0,9,0
2485582,Oued Rhiou,DZ,Algeria,35.96124,0.91896,97,55430,Africa/Algiers,300.1,83.0,45.03,8.928278,33.6,14.4,0.775,120,16,0,112,24
8357700,Jayshān,YE,Yemen,14.25204,46.17905,1562,0,Asia/Aden,299.6,83.5,63.63,10.840618,66.9,55.7,0.092,120,0,0,7,2
2473742,Hencha,TN,Tunisia,35.12226,10.74219,53,7575,Africa/Tunis,299.6,83.5,55.98,9.189001,60.3,4.6,0.917,120,2,0,184,7
2473454,El Guetar,TN,Tunisia,34.33628,8.94964,241,14088,Africa/Tunis,299.4,83.7,54.31,9.140576,58.3,2.4,0.958,120,10,0,21,2
407024,Al ‘Ashshah,YE,Yemen,16.25652,43.85476,1197,0,Asia/Aden,299.4,83.7,67.93,10.717553,71.6,67.7,0.033,120,2,0,24,3
2490098,Mascara,DZ,Algeria,35.39664,0.14027,590,108629,Africa/Algiers,299.3,83.8,44.28,8.908587,32.6,14.4,0.742,120,33,0,215,16
2491335,Ksar Chellala,DZ,Algeria,35.21222,2.31889,842,51451,Africa/Algiers,299.3,83.8,46.68,8.960618,41.2,9.5,0.833,120,1,0,31,1
2481246,Sidi Aïssa,DZ,Algeria,35.88548,3.77236,662,66856,Africa/Algiers,298.6,84.5,48.12,8.997472,45.0,11.4,0.825,120,2,0,63,2
101973,Ash Shuqayrī,SA,Saudi Arabia,17.13109,42.82674,103,6069,Asia/Riyadh,298.3,84.8,69.8,10.661755,73.6,60.0,0.142,120,19,0,72,1
78699,Al Qaflah,YE,Yemen,16.31897,43.76792,1305,0,Asia/Aden,297.6,85.5,68.08,10.713247,72.8,67.7,0.033,120,2,0,25,4
410096,Ash Shafā,SA,Saudi Arabia,21.07268,40.31842,2231,72190,Asia/Riyadh,297.4,85.7,74.78,10.467771,76.8,34.4,0.425,120,9,0,913,598
2501525,Chellalat el Adhaouara,DZ,Algeria,35.93968,3.41588,980,26077,Africa/Algiers,294.3,88.8,47.73,8.988492,47.9,11.3,0.833,120,1,0,99,4
2474506,Zeribet el Oued,DZ,Algeria,34.68284,6.51109,47,23187,Africa/Algiers,293.4,89.7,51.46,9.070725,57.4,5.3,0.933,120,1,0,52,4
76147,Dhaybīn,YE,Yemen,15.97712,44.12917,1876,0,Asia/Aden,293.0,90.2,67.4,10.733738,74.7,56.9,0.092,120,3,1,334,8
2542898,Mdiq,MA,Morocco,35.68313,-5.32871,23,61398,Africa/Casablanca,292.7,90.5,38.42,8.792276,2.6,27.6,0.508,120,127,9,962,61
10955770,Cap Negro II,MA,Morocco,35.6597,-5.28525,7,10000,Africa/Casablanca,292.6,90.5,38.47,8.793008,5.3,27.6,0.508,120,108,7,949,60
2508180,’Aïn el Berd,DZ,Algeria,35.36395,-0.51279,483,16548,Africa/Algiers,292.6,90.5,43.57,8.893416,38.5,15.6,0.742,120,17,5,247,25
109417,Al Jumūm,SA,Saudi Arabia,21.61951,39.69659,208,22207,Asia/Riyadh,292.1,91.0,75.73,10.432198,80.2,22.3,0.633,120,151,0,1061,598
2497714,El Malah,DZ,Algeria,35.39137,-1.09238,84,19415,Africa/Algiers,291.9,91.2,42.95,8.880415,37.0,16.9,0.767,120,31,5,208,24
2542987,Martil,MA,Morocco,35.61662,-5.27522,5,70274,Africa/Casablanca,291.9,91.2,38.48,8.792972,10.1,27.0,0.592,120,106,7,939,59
7931041,Al Ḩazm,YE,Yemen,14.68919,45.60962,1259,0,Asia/Aden,291.5,91.6,64.66,10.812571,72.7,53.0,0.15,120,0,1,5,2
2494554,Hammam Bou Hadjar,DZ,Algeria,35.37889,-0.96778,148,25912,Africa/Algiers,291.4,91.7,43.08,8.883175,38.1,16.9,0.767,120,22,3,220,22
2526159,Saddina,MA,Morocco,35.6141,-5.45191,313,0,Africa/Casablanca,291.4,91.7,38.29,8.789403,9.9,23.5,0.617,120,102,7,957,60
2508295,’Aïn Azel,DZ,Algeria,35.81846,5.51115,959,37970,Africa/Algiers,291.3,91.9,50.03,9.042051,55.4,8.4,0.867,120,4,0,157,9
2537368,Gueznaia,MA,Morocco,35.70211,-5.89044,40,25771,Africa/Casablanca,290.9,92.2,37.83,8.781447,1.5,23.8,0.642,120,138,6,954,78
2528910,Tétouan,MA,Morocco,35.57845,-5.36837,121,415810,Africa/Casablanca,290.6,92.5,38.38,8.7909,14.1,27.0,0.592,120,102,7,933,59
2572146,Boukhalef,MA,Morocco,35.7328,-5.89954,19,0,Africa/Casablanca,290.6,92.5,37.82,8.781454,4.9,23.8,0.642,120,138,6,952,76
2494073,Hassi Bahbah,DZ,Algeria,35.07109,3.0299,886,77000,Africa/Algiers,290.5,92.6,47.49,8.978298,51.5,10.2,0.817,120,4,1,39,1
2503033,Bou Hanifia el Hamamat,DZ,Algeria,35.31473,-0.05037,232,27576,Africa/Algiers,290.5,92.6,44.08,8.904031,42.4,14.6,0.767,120,29,0,217,15
2530335,Tangier,MA,Morocco,35.76727,-5.79975,20,1035141,Africa/Casablanca,290.4,92.7,37.93,8.783575,8.4,24.8,0.633,120,150,3,982,81
2479916,Sidi Okba,DZ,Algeria,34.74512,5.89833,53,29499,Africa/Algiers,290.1,93.0,50.76,9.053878,58.3,5.4,0.917,120,31,0,61,5
2571932,Azla,MA,Morocco,35.55303,-5.24472,9,22985,Africa/Casablanca,290.0,93.1,38.51,8.79323,17.3,27.0,0.592,120,114,11,890,56
2548818,Fnidek,MA,Morocco,35.84906,-5.35747,21,84558,Africa/Casablanca,289.8,93.3,38.39,8.792627,15.9,27.6,0.508,120,90,8,1251,73
2502924,Boukadir,DZ,Algeria,36.06629,1.12602,79,28652,Africa/Algiers,289.1,94.0,45.24,8.933384,46.3,13.4,0.825,120,25,1,67,25
2489279,Draa Klalouche,DZ,Algeria,35.79234,5.97706,875,5000,Africa/Algiers,288.9,94.2,50.54,9.054344,58.0,8.5,0.85,120,1,0,173,9
13645279,Dhahabān,SA,Saudi Arabia,18.09976,41.61605,8,9436,Asia/Riyadh,288.9,94.3,71.93,10.596953,79.8,43.7,0.208,120,0,0,9,0
7341563,Al Ḩarjah,YE,Yemen,15.48869,44.66573,1708,0,Asia/Aden,288.8,94.3,66.39,10.763228,75.9,54.3,0.142,120,0,0,348,12
8259951,Principe,ES,Spain,35.87924,-5.34695,88,12000,Europe/Madrid,288.6,94.5,38.4,8.792983,19.3,24.0,0.625,120,84,8,1287,75
2482447,Salah Bey,DZ,Algeria,35.85451,5.29053,976,23339,Africa/Algiers,288.5,94.6,49.78,9.036266,56.9,8.7,0.875,120,4,0,126,8
2552886,Dar Chaoui,MA,Morocco,35.5377,-5.71742,112,1401,Africa/Casablanca,288.4,94.7,38.02,8.783849,17.4,20.5,0.658,120,1,2,956,64
6362987,Ceuta,ES,Spain,35.88919,-5.32042,22,83179,Europe/Madrid,288.3,94.9,38.43,8.793575,20.3,24.0,0.625,120,74,8,1126,75
2479247,Sougueur,DZ,Algeria,35.18568,1.49612,1133,71036,Africa/Algiers,288.2,94.9,45.79,8.94032,49.4,8.0,0.85,120,9,0,30,1
2552975,Ben Qarrich,MA,Morocco,35.5109,-5.42047,259,7021,Africa/Casablanca,287.8,95.3,38.33,8.789471,21.4,23.5,0.617,120,91,6,922,60
359169,Banī ‘Ubayd,EG,Egypt,27.95243,30.78082,48,46060,Africa/Cairo,287.7,95.4,79.74,9.963898,84.5,0.7,0.992,120,13,0,13,1
73365,Al Madīd,YE,Yemen,15.64453,44.47337,2091,0,Asia/Aden,287.3,95.8,66.74,10.753315,77.1,54.8,0.15,120,0,0,335,10
107117,Ḑamad,SA,Saudi Arabia,17.10426,42.78155,81,26079,Asia/Riyadh,287.3,95.8,69.85,10.66128,79.1,55.9,0.142,120,20,0,72,1
2521029,Benzú,ES,Spain,35.91653,-5.37293,3,1987,Europe/Madrid,286.6,96.5,38.37,8.792706,23.5,24.0,0.625,120,207,6,1166,83
2487805,Meskiana,DZ,Algeria,35.63058,7.66606,850,30071,Africa/Algiers,286.3,96.8,52.43,9.100063,63.0,7.9,0.875,120,1,0,46,1
2503654,Bordj Ghdir,DZ,Algeria,35.90111,4.89806,1088,34136,Africa/Algiers,286.1,97.1,49.34,9.026053,57.7,9.8,0.85,120,16,2,124,7
12718691,Karia,MA,Morocco,35.4665,-5.79715,45,1191,Africa/Casablanca,284.8,98.3,37.93,8.781919,25.1,20.5,0.658,120,21,9,714,61
362277,Abū Qurqāş,EG,Egypt,27.93043,30.83826,54,90266,Africa/Cairo,284.8,98.3,79.77,9.966394,85.6,0.7,0.992,120,13,0,13,1
2540698,Oued Laou,MA,Morocco,35.4484,-5.09627,20,10553,Africa/Casablanca,284.6,98.5,38.67,8.795616,29.4,22.9,0.6,120,41,11,638,31
2557055,Asilah,MA,Morocco,35.46522,-6.03415,17,34011,Africa/Casablanca,284.5,98.6,37.69,8.777331,24.3,24.6,0.65,120,26,10,640,52
2485572,Oued Sly,DZ,Algeria,36.10124,1.19949,90,30504,Africa/Algiers,284.4,98.7,45.31,8.935188,50.6,13.4,0.825,120,19,1,64,25
2473257,Ar Rudayyif,TN,Tunisia,34.3827,8.15549,569,26976,Africa/Tunis,284.3,98.8,53.4,9.117509,66.3,3.8,0.917,120,4,0,50,5
2585234,Hajeb el Aïoun,TN,Tunisia,35.39564,9.5438,353,10631,Africa/Tunis,283.7,99.5,54.56,9.153273,67.7,3.5,0.9,120,0,0,47,0
34724,Bidbadah,YE,Yemen,15.425,44.7,2099,0,Asia/Aden,283.4,99.7,66.31,10.766139,78.6,54.3,0.142,120,0,0,352,8
7870038,Nasrallah,TN,Tunisia,35.35609,9.83071,153,5012,Africa/Tunis,283.0,100.1,54.89,9.161642,68.5,2.5,0.958,120,0,0,19,0
2525973,Zinat,MA,Morocco,35.43,-5.4,332,0,Africa/Casablanca,283.0,100.2,38.35,8.789417,30.5,23.5,0.617,120,60,5,821,55
108198,Ash-Shaqīq,SA,Saudi Arabia,17.7219,42.0255,13,4275,Asia/Riyadh,282.7,100.4,71.19,10.620529,82.0,47.2,0.267,120,3,0,17,1
2480960,Sidi Ben Adda,DZ,Algeria,35.30586,-1.18136,252,11695,Africa/Algiers,282.6,100.6,42.86,8.878093,46.7,18.2,0.708,120,36,5,215,24
2489987,Mazouna,DZ,Algeria,36.12232,0.89865,342,22366,Africa/Algiers,282.5,100.6,44.98,8.928114,51.4,14.4,0.775,120,17,1,60,25
2469321,Melloulèche,TN,Tunisia,35.16617,11.03504,2,6948,Africa/Tunis,282.0,101.2,56.28,9.197311,70.8,5.6,0.9,120,1,2,148,5
2571059,Tizgane,MA,Morocco,35.41211,-5.06836,9,0,Africa/Casablanca,281.9,101.2,38.7,8.795985,33.5,22.9,0.6,120,30,11,507,28
2507901,Aïn Temouchent,DZ,Algeria,35.29749,-1.14037,240,70810,Africa/Algiers,281.8,101.3,42.9,8.878994,47.5,18.2,0.708,120,36,5,216,24
2488202,Melouza,DZ,Algeria,35.97999,4.18665,936,25701,Africa/Algiers,281.7,101.5,48.55,9.007901,59.3,11.2,0.8,120,1,0,99,7
2504581,Beni Saf,DZ,Algeria,35.30099,-1.38226,35,39749,Africa/Algiers,280.9,102.3,42.64,8.873615,47.6,22.3,0.625,120,44,6,179,25
2470384,Houmt Souk,TN,Tunisia,33.87576,10.85745,5,89228,Africa/Tunis,280.2,102.9,56.64,9.199271,72.7,3.0,0.975,120,137,1,175,5
2470789,Haïdra,TN,Tunisia,35.56626,8.44412,840,3451,Africa/Tunis,280.1,103.0,53.3,9.121691,67.8,6.1,0.9,120,1,0,61,1
2473517,Metlaoui,TN,Tunisia,34.32081,8.40157,223,39021,Africa/Tunis,280.0,103.2,53.7,9.124851,69.2,3.3,0.958,120,3,0,47,5
2466897,Chorbane,TN,Tunisia,35.28581,10.3858,110,5710,Africa/Tunis,279.5,103.6,55.52,9.177877,71.1,3.0,0.942,120,0,0,271,8
2481639,Sfizef,DZ,Algeria,35.23464,-0.24435,551,27914,Africa/Algiers,279.5,103.6,43.88,8.899238,52.0,15.8,0.758,120,14,0,222,20
2464770,Tamaghzah,TN,Tunisia,34.38849,7.94313,304,2750,Africa/Tunis,278.8,104.3,53.16,9.111502,69.0,3.8,0.933,120,2,0,48,5
2510599,Tarifa,ES,Spain,36.01393,-5.60695,22,18169,Europe/Madrid,278.5,104.6,38.12,8.788709,35.1,23.8,0.617,120,169,17,1197,89
2526968,Tnine Sidi Lyamani,MA,Morocco,35.36929,-5.97242,197,1155,Africa/Casablanca,277.8,105.3,37.75,8.777933,35.2,27.4,0.608,120,26,10,591,37
2473578,M’dhilla,TN,Tunisia,34.25101,8.74704,334,12814,Africa/Tunis,277.4,105.7,54.11,9.135046,71.1,2.7,0.958,120,10,0,44,6
2483936,Râs el Oued,DZ,Algeria,35.9441,5.03107,1102,44947,Africa/Algiers,276.9,106.2,49.47,9.029467,63.9,9.8,0.85,120,4,0,140,14
2504589,Barbouche,DZ,Algeria,36.10589,2.48185,731,4897,Africa/Algiers,276.9,106.2,46.68,8.965727,59.1,12.7,0.808,120,0,0,205,29
2507979,Aïn Oulmene,DZ,Algeria,35.92296,5.29604,927,51207,Africa/Algiers,276.8,106.3,49.76,9.03638,64.5,9.7,0.85,120,4,1,148,17
2508010,’Aïn Merane,DZ,Algeria,36.16277,0.97037,504,34413,Africa/Algiers,276.4,106.7,45.05,8.929845,56.2,16.5,0.733,120,16,1,45,25
2484738,Oumache,DZ,Algeria,34.69292,5.68092,54,10424,Africa/Algiers,276.1,107.0,50.53,9.048072,66.7,5.1,0.933,120,31,0,49,1
2475612,Tolga,DZ,Algeria,34.72224,5.37845,161,50575,Africa/Algiers,274.6,108.5,50.18,9.039855,67.1,5.3,0.933,120,6,0,49,0
2498611,Chlef,DZ,Algeria,36.16525,1.33452,116,178616,Africa/Algiers,274.5,108.6,45.44,8.938503,58.4,15.8,0.767,120,15,2,59,24
2513947,Melilla,ES,Spain,35.29369,-2.93833,14,85985,Africa/Ceuta,273.5,109.6,40.97,8.839483,49.8,25.3,0.625,120,47,1,94,16
2473551,El Mgarsa,TN,Tunisia,33.81682,10.9923,7,63528,Africa/Tunis,273.0,110.1,56.81,9.20369,76.4,3.4,0.958,120,140,3,156,5
2464795,Thala,TN,Tunisia,35.57244,8.67031,962,18230,Africa/Tunis,272.5,110.6,53.54,9.127937,72.2,5.1,0.9,120,0,0,60,1
30543,Al Ghaylah,YE,Yemen,14.59583,45.58333,1754,0,Asia/Aden,272.4,110.7,64.63,10.814757,82.3,57.4,0.117,120,0,0,5,2
2508130,’Aïn el Melh,DZ,Algeria,34.84146,4.16383,930,32880,Africa/Algiers,271.6,111.6,48.8,9.00741,66.8,7.4,0.867,120,5,0,14,0
100399,Az̧ Z̧abyah,SA,Saudi Arabia,17.11788,42.66694,44,11287,Asia/Riyadh,271.1,112.0,70.01,10.657575,86.1,55.9,0.142,120,26,0,72,1
2563695,Had Beni Chiker,MA,Morocco,35.27652,-3.01452,208,4852,Africa/Casablanca,271.1,112.0,40.89,8.837731,51.7,25.3,0.625,120,47,1,94,16
2468925,Midoun,TN,Tunisia,33.80813,10.99228,15,32000,Africa/Tunis,270.9,112.2,56.82,9.20374,77.3,3.4,0.958,120,140,3,156,5
102651,Şabyā,SA,Saudi Arabia,17.1495,42.62537,36,228375,Asia/Riyadh,270.3,112.8,70.08,10.655414,86.5,60.0,0.142,120,7,0,73,1
2481007,Sidi Bel Abbes,DZ,Algeria,35.18994,-0.63085,492,210146,Africa/Algiers,270.2,113.0,43.47,8.890212,58.2,14.8,0.758,120,18,5,252,26
2485618,Oued Fodda,DZ,Algeria,36.18503,1.53299,168,44523,Africa/Algiers,270.1,113.0,45.65,8.943224,61.7,14.7,0.792,120,12,3,78,19
2498954,Ech Chettia,DZ,Algeria,36.19591,1.25537,140,60170,Africa/Algiers,269.8,113.3,45.35,8.936697,61.4,15.8,0.767,120,16,2,51,24
110619,Abū ‘Arīsh,SA,Saudi Arabia,16.96887,42.83251,69,69632,Asia/Riyadh,269.6,113.5,69.7,10.666874,86.6,55.9,0.142,120,20,0,71,1
2500904,Dar Chioukh,DZ,Algeria,34.89638,3.48543,1094,26605,Africa/Algiers,269.2,113.9,48.03,8.989801,67.0,9.1,0.833,120,1,0,43,1
2555882,Beni Enzar,MA,Morocco,35.26,-2.93,9,61786,Africa/Casablanca,269.1,114.1,40.98,8.839524,53.6,25.3,0.625,120,47,2,94,18
2508670,Aghlal,DZ,Algeria,35.20111,-1.06958,490,7146,Africa/Algiers,268.9,114.2,42.99,8.880231,58.1,14.4,0.8,120,19,3,217,24
2508030,Aïn Lechiakh,DZ,Algeria,36.15848,2.40514,470,13745,Africa/Algiers,268.5,114.6,46.59,8.964005,64.3,13.0,0.808,120,18,0,216,29
2587782,Menzel M’heri,TN,Tunisia,35.42031,9.84899,160,3870,Africa/Tunis,268.4,114.7,54.88,9.161891,75.8,3.5,0.95,120,0,0,19,1
2504099,Berrouaghia,DZ,Algeria,36.13516,2.91085,946,55775,Africa/Algiers,268.0,115.1,47.14,8.976186,65.5,12.4,0.792,120,9,1,432,38
73861,Khamir,YE,Yemen,15.98792,43.95362,2465,0,Asia/Aden,268.0,115.1,67.64,10.728631,86.5,64.5,0.017,120,3,1,247,8
